cost_price,current_price,price_to_cost_ratio,target_margin,competitor_median_price,competitor_gap_pct,inventory_coverage_days,available_quantity,ema_daily_sales,demand_velocity_ratio,organic_sales_ratio,rolling_avg_sales_7d,day_of_week,month_of_year,is_festival_period,seasonal_multiplier,is_promotional_event_active,category_encoded,tier_encoded,target_price
1492.01,1847.06,1.238,0.1639,1497.83,-18.9073,17.89,259,14.479,1.1064,0.723,16.08,4,2,0,1.0044,0,6,0,1715.81
4487.82,6128.03,1.3655,0.2621,6375.25,4.0343,8.74,149,17.041,0.8461,0.5981,19.45,5,9,0,0.9639,1,9,0,5254.03
4704.37,9084.76,1.9311,0.2379,9878.32,8.735,10.28,204,19.837,0.4481,0.8628,18.123,2,5,0,0.9817,0,4,1,7865.16
4623.89,7950.56,1.7195,0.245,8099.72,1.8761,94.26,441,4.678,0.8425,0.8574,3.294,1,6,0,1.0149,0,3,0,6758.26
3359.36,3901.66,1.1614,0.2396,3249.16,-16.7236,4.59,171,37.22,0.3824,0.4761,26.207,6,9,0,0.9929,0,0,1,3868.95
3334.19,4414.24,1.3239,0.1622,5192.69,17.6348,32.28,312,9.665,0.9161,0.9465,9.886,4,9,0,0.977,0,9,1,3873.74
2314.45,4004.95,1.7304,0.1199,4346.86,8.5373,5.46,221,40.451,2.6127,0.6314,41.7,0,3,1,1.0956,1,2,2,3623.25
3885.79,6993.41,1.7997,0.1545,6258.75,-10.505,3.93,167,42.448,1.1031,0.801,43.867,0,9,0,0.957,0,1,1,5781.27
2890.82,5388.15,1.8639,0.2664,5757.75,6.8595,7.53,243,32.283,1.8519,0.8365,36.579,0,4,0,0.9975,0,7,2,4681.67
3548.47,4962.01,1.3984,0.2961,4190.83,-15.5417,5.6,217,38.723,1.9207,0.6049,48.511,5,1,1,1.0328,0,7,1,5542.49
2428.06,4713.77,1.9414,0.1988,5240.56,11.1755,5.84,55,9.42,0.7679,0.4824,12.19,4,8,0,0.9848,1,4,0,4171.29
3791.73,6142.63,1.62,0.1019,6095.76,-0.763,2.12,62,29.221,1.3624,0.8685,32.746,1,2,0,1.0026,0,4,2,5307.96
4210.12,7334.28,1.7421,0.128,7068.39,-3.6253,2.99,102,34.163,0.2553,0.8398,34.45,5,10,1,1.0633,0,3,1,6440.37
1158.96,1920.67,1.6572,0.1644,1543.56,-19.6341,11.13,372,33.416,1.151,0.9319,26.218,3,4,0,0.9554,0,0,2,1578.23
4248.18,5328.62,1.2543,0.2157,5653.61,6.099,24.6,166,6.747,1.7123,0.9832,6.278,1,3,1,1.0426,0,0,0,5321.18
2931.33,5770.76,1.9686,0.115,6530.2,13.16,0.34,6,17.875,1.2985,0.6772,18.652,3,9,0,0.9614,0,5,1,4900.79
4301.0,5395.36,1.2544,0.2887,4938.48,-8.4681,8.33,141,16.927,0.8358,0.8585,22.003,6,5,0,0.9857,1,3,1,4983.86
2440.86,3335.8,1.3666,0.173,2684.34,-19.5293,4.27,124,29.054,1.8736,0.6953,22.551,4,2,0,0.9887,1,3,0,2861.33
2205.68,4061.95,1.8416,0.2825,4509.28,11.0127,2.31,89,38.497,1.7659,0.7765,45.266,6,4,0,0.9577,0,2,1,3492.09
4617.77,7738.5,1.6758,0.2561,8158.43,5.4266,13.85,401,28.959,0.9757,0.8739,37.628,2,5,0,1.0055,0,8,1,6544.61
1630.26,3036.24,1.8624,0.2511,3372.52,11.0755,8.16,310,37.987,2.1073,0.9058,44.945,3,6,0,0.9516,0,2,2,2668.17
4298.96,6828.36,1.5884,0.2213,6933.01,1.5327,63.25,370,5.849,1.2957,0.7398,6.787,3,8,0,0.9741,0,7,1,5755.75
2678.09,3937.99,1.4704,0.2254,3876.47,-1.5622,9.97,439,44.029,0.4471,0.9738,37.654,1,9,0,0.9533,0,1,0,3332.05
2813.43,5439.96,1.9336,0.2276,4829.29,-11.2256,7.88,215,27.294,1.1736,0.8986,19.161,4,9,0,0.9995,0,3,1,4522.0
1888.11,2229.5,1.1808,0.2257,1853.91,-16.8465,155.07,440,2.837,0.6988,0.9508,2.371,1,1,1,1.092,0,0,2,2387.62
3078.69,5780.89,1.8777,0.2107,5714.86,-1.1422,3.75,122,32.517,1.2821,0.6891,38.172,4,1,1,1.0478,0,4,1,4772.01
1963.45,2643.19,1.3462,0.2973,3032.68,14.7359,14.08,371,26.35,0.1623,0.7281,20.141,6,3,1,1.0554,0,1,2,2955.39
676.71,1266.42,1.8714,0.2465,1043.2,-17.6261,15.68,185,11.798,2.219,0.8011,10.355,3,8,0,0.9986,0,0,1,1064.8
1723.99,2186.57,1.2683,0.2554,2614.35,19.5638,9.62,370,38.457,1.7479,0.4337,39.899,2,5,0,1.011,0,0,2,2508.45
528.71,868.76,1.6432,0.2745,1024.09,17.8797,3.25,152,46.745,2.2145,0.6172,48.983,5,10,1,1.0421,0,1,2,992.21
4902.6,9338.92,1.9049,0.1431,9864.65,5.6295,14.75,248,16.811,0.9949,0.9416,17.245,4,6,0,0.9909,1,4,1,8000.46
4845.86,7523.24,1.5525,0.1168,8769.73,16.5684,4.48,113,25.202,1.7826,0.6696,32.473,3,11,1,1.0828,0,8,0,7133.58
2278.2,4065.63,1.7846,0.1966,4152.68,2.1411,13.05,95,7.281,1.1116,0.9213,5.15,5,8,0,0.9934,0,5,0,3482.92
3777.67,6928.13,1.834,0.2028,6663.71,-3.8166,4.23,197,46.56,0.6115,0.8003,46.214,5,4,0,0.9856,1,3,1,5780.17
2056.13,3651.72,1.776,0.2658,3756.44,2.8676,20.16,335,16.621,0.6665,0.626,16.665,2,9,0,0.9872,1,2,1,3185.81
3519.92,6816.43,1.9365,0.1888,7843.14,15.0622,0.19,2,10.544,0.8415,0.7483,9.237,1,12,1,1.0674,0,7,1,6182.7
4124.44,6309.6,1.5298,0.2142,7464.31,18.3008,6.05,148,24.443,1.8683,0.6796,24.811,1,10,1,1.0286,0,2,1,6905.92
4760.4,6174.99,1.2972,0.2054,7010.06,13.5235,132.98,415,3.121,1.8371,0.8907,3.445,4,4,0,0.9543,0,0,1,5780.3
2300.96,2739.61,1.1906,0.1076,2388.59,-12.8127,28.75,385,13.389,0.7237,0.8382,14.777,4,10,1,1.0921,0,3,0,2646.1
4024.84,5471.73,1.3595,0.223,5672.52,3.6695,25.49,110,4.315,1.4316,0.8074,3.248,4,12,1,1.099,0,4,2,6147.77
1696.68,2157.7,1.2717,0.2656,2110.02,-2.2098,2.62,19,7.241,1.0082,0.8522,8.555,1,10,1,1.0252,0,4,2,2436.95
4956.5,8050.62,1.6243,0.1315,7990.29,-0.7494,31.1,202,6.496,0.6236,0.9395,8.174,4,5,0,0.9567,1,4,0,6944.69
615.96,805.19,1.3072,0.2189,782.08,-2.8705,8.46,370,43.749,0.5539,0.9102,33.869,3,6,0,0.9889,0,7,0,730.08
3215.88,3804.69,1.1831,0.2187,3146.56,-17.2977,8.61,401,46.591,0.8909,0.7819,44.261,5,6,0,1.0134,0,7,2,4414.5
3467.78,4094.03,1.1806,0.1328,4660.48,13.8361,7.46,181,24.252,1.5947,0.9896,24.423,0,12,1,1.0886,0,3,0,4527.1
3596.21,6677.56,1.8568,0.1247,7955.28,19.1347,10.35,330,31.89,0.7761,0.7758,24.903,0,11,1,1.0896,0,8,1,5738.71
1041.74,1721.72,1.6527,0.296,1521.82,-11.6107,6.44,226,35.099,1.4845,0.7392,35.17,4,8,0,0.9824,0,0,0,1455.53
4723.38,6869.56,1.4544,0.1787,7204.67,4.8782,14.42,291,20.174,1.1677,0.7873,16.626,3,11,1,1.0313,0,4,0,5901.41
1315.32,2512.39,1.9101,0.1455,2549.14,1.4628,18.65,357,19.14,0.4409,0.765,24.14,3,9,0,0.964,0,4,0,2109.38
3302.39,3994.79,1.2097,0.1343,4628.36,15.8598,2.2,75,34.103,2.7291,0.7624,33.048,3,1,1,1.0341,0,4,0,4475.51
1502.04,2978.96,1.9833,0.2335,3222.17,8.1641,16.24,316,19.459,1.8175,0.5038,25.237,5,3,1,1.1121,0,7,2,2510.72
1882.47,3150.98,1.6738,0.2219,3465.65,9.9865,10.69,315,29.469,0.4945,0.7143,21.451,2,7,0,0.9625,1,8,2,2676.61
2959.06,3864.37,1.3059,0.2287,4562.9,18.0762,8.46,222,26.244,1.221,0.6525,20.38,6,12,1,1.0353,0,2,2,4362.31
2377.37,4106.21,1.7272,0.1176,4374.72,6.5391,13.93,372,26.699,2.0917,0.8926,25.789,5,3,1,1.1188,0,8,2,3970.12
1221.02,2196.45,1.7989,0.2787,2155.65,-1.8577,0.84,35,41.639,1.2278,0.7254,50.991,3,5,0,0.9898,0,7,1,1854.82
1269.21,1922.78,1.5149,0.1779,1578.15,-17.9238,13.44,477,35.499,0.8128,0.8919,36.675,1,4,0,1.0165,0,2,1,1655.78
2381.65,4483.19,1.8824,0.1627,5211.92,16.2546,8.88,427,48.073,0.9404,0.9366,54.775,6,5,0,0.9629,1,1,2,3764.45
3907.77,4994.61,1.2781,0.1925,5173.87,3.5891,8.12,323,39.758,0.882,0.9605,37.934,1,3,1,1.0862,0,3,2,5701.78
4540.84,6298.2,1.387,0.178,6757.51,7.2927,55.13,449,8.144,0.9317,0.5665,5.899,3,3,1,1.1175,1,1,2,6153.38
878.57,1080.18,1.2295,0.2727,1082.47,0.2119,8.04,299,37.186,1.7545,0.8381,40.484,0,12,1,1.0533,0,3,0,1243.04
2268.97,3016.02,1.3292,0.2859,2887.68,-4.2551,9.88,332,33.617,1.2666,0.7888,36.32,2,12,1,1.0288,0,4,1,3457.79
951.11,1286.77,1.3529,0.1607,1288.77,0.1555,2.73,89,32.656,0.6495,0.8968,24.259,5,10,1,1.0441,0,1,1,1417.27
574.67,1109.1,1.93,0.2728,908.8,-18.0598,1.14,28,24.556,0.8727,0.7591,19.707,1,8,0,0.9805,0,7,0,916.41
3477.73,4230.29,1.2164,0.2563,4734.39,11.9165,43.1,175,4.061,0.8201,0.5819,4.003,6,3,1,1.0687,0,0,0,4782.62
3211.02,4859.25,1.5133,0.2862,4194.45,-13.6812,8.8,419,47.623,1.1556,0.551,46.098,1,8,0,1.0062,0,2,0,4067.5
1233.59,1976.87,1.6025,0.1492,1844.55,-6.6935,5.12,219,42.744,0.5721,0.9741,49.218,6,5,0,1.0077,0,6,1,1701.33
1552.16,2970.66,1.9139,0.2154,2479.9,-16.5202,5.43,135,24.854,0.4708,0.8324,23.175,1,1,1,1.0525,1,9,0,2613.98
606.68,1212.18,1.998,0.1549,1367.32,12.7979,44.24,388,8.77,0.6288,0.7678,9.63,5,2,0,0.9658,0,0,0,1050.2
4257.26,7622.12,1.7904,0.2648,6610.95,-13.2662,8.48,351,41.399,0.4583,0.7718,46.477,2,12,1,1.0813,0,1,0,6625.2
4886.11,9650.9,1.9752,0.1011,9260.7,-4.0432,21.58,477,22.103,0.4659,0.9768,24.026,3,7,0,0.9828,0,2,2,8168.53
1109.57,2018.34,1.819,0.213,1950.11,-3.3809,22.92,461,20.116,1.8445,0.7261,21.276,2,1,1,1.1165,0,1,0,1752.36
1541.64,3035.06,1.9687,0.1678,2812.2,-7.3429,5.18,174,33.604,0.9377,0.8587,39.767,3,2,0,0.9935,0,1,2,2629.68
4407.84,7718.93,1.7512,0.1645,8830.84,14.405,3.27,125,38.175,1.2044,0.7779,41.774,4,1,1,1.0892,0,5,1,7165.39
4669.09,5686.01,1.2178,0.229,6304.15,10.8713,41.67,170,4.079,1.0309,0.752,4.897,1,10,1,1.0702,1,6,1,5833.4
2388.32,3562.5,1.4916,0.2703,3909.74,9.7471,10.18,393,38.61,1.0601,0.8813,41.777,5,7,0,0.9938,0,5,1,3207.61
727.8,1236.98,1.6996,0.2218,1100.97,-10.9953,7.17,265,36.963,1.161,0.8178,29.4,6,2,0,0.9885,1,5,2,1039.52
677.26,980.75,1.4481,0.2706,858.95,-12.4192,4.45,133,29.871,1.3415,0.8556,26.456,0,10,1,1.0745,0,8,0,977.77
3082.77,4261.55,1.3824,0.1529,3829.59,-10.1362,15.41,271,17.583,1.2028,0.5635,15.793,2,3,1,1.1195,1,7,1,3656.62
2268.03,3721.36,1.6408,0.2039,3551.9,-4.5535,48.81,443,9.075,4.0317,0.9421,6.864,5,11,1,1.1118,0,7,0,3107.85
628.94,1222.32,1.9435,0.1901,1211.94,-0.8497,4.15,25,6.03,0.5989,0.8155,6.726,2,11,1,1.0579,0,5,2,1088.26
3124.64,3686.24,1.1797,0.1023,3317.87,-9.9931,260.87,276,1.058,0.5886,0.6119,1.118,5,11,1,1.1075,1,4,1,3660.35
550.86,993.67,1.8038,0.2114,976.88,-1.6895,8.91,99,11.117,0.7607,0.8424,11.715,1,7,0,0.9667,0,8,0,825.3
4043.17,7133.45,1.7643,0.2323,6232.87,-12.6247,20.85,441,21.156,0.5161,0.728,20.883,6,1,1,1.0943,0,1,0,6219.36
1878.95,3700.33,1.9694,0.2184,3358.34,-9.2419,32.77,424,12.939,0.8658,0.7827,13.273,1,12,1,1.0681,0,6,1,3134.84
681.16,1322.2,1.9411,0.2473,1195.67,-9.5703,22.37,361,16.14,0.6199,0.9197,11.376,5,4,0,0.9551,0,5,0,1109.64
3147.58,5659.04,1.7979,0.2143,6173.15,9.0848,1.44,29,20.132,1.0416,0.8153,15.255,0,7,0,1.0025,0,6,2,4845.7
2289.58,3645.81,1.5923,0.1134,3585.28,-1.6602,8.2,132,16.105,1.0374,0.8133,17.877,0,2,0,0.9631,1,3,1,3161.17
4882.1,6462.08,1.3236,0.1233,6759.9,4.6087,10.77,393,36.506,0.5208,0.7775,31.282,1,4,0,0.9578,0,8,1,5689.57
2948.89,4757.89,1.6135,0.2193,5080.11,6.7723,19.73,495,25.095,1.467,0.9624,19.191,5,9,0,0.97,0,6,1,4098.49
1738.58,3130.39,1.8005,0.155,2590.1,-17.2594,179.76,350,1.947,0.6696,0.8562,1.747,3,7,0,1.0154,0,1,1,2585.06
3692.47,7057.5,1.9113,0.1159,7889.83,11.7935,11.4,138,12.107,0.6257,0.8055,10.323,1,3,1,1.0705,0,3,2,5977.24
1721.71,3135.68,1.8213,0.1859,2864.72,-8.6411,13.56,485,35.773,1.2457,0.9612,25.672,0,3,1,1.0879,0,4,2,2691.68
4569.09,6012.82,1.316,0.2109,6036.28,0.3901,12.07,190,15.746,1.0,0.7775,14.901,1,11,1,1.061,0,1,0,5925.38
2186.25,3628.59,1.6597,0.1657,3394.02,-6.4645,8.46,390,46.087,1.0007,0.9584,33.008,0,4,0,1.008,1,9,2,2979.87
2974.41,4260.39,1.4323,0.2441,4726.62,10.9435,5.18,186,35.921,0.6087,0.6878,25.153,4,4,0,1.0161,0,7,0,3865.23
727.58,842.41,1.1578,0.2288,750.84,-10.8697,9.14,139,15.206,0.5732,0.8039,17.875,3,12,1,1.1068,0,0,0,895.06
2417.55,3191.61,1.3202,0.1666,3783.68,18.5506,12.13,319,26.304,1.49,0.9282,23.384,5,8,0,0.9842,0,2,1,3266.48
4245.64,5291.07,1.2462,0.251,5079.69,-3.9951,11.22,378,33.695,0.9638,0.833,35.061,0,6,0,0.9666,0,0,0,4969.26
4125.42,7699.32,1.8663,0.2297,8351.09,8.4654,22.53,236,10.475,1.1214,0.6762,9.204,5,6,0,0.9545,0,4,1,6652.75
1509.43,2067.52,1.3697,0.2275,2184.5,5.6579,28.17,368,13.063,1.0793,0.7769,16.434,6,8,0,1.0185,0,7,0,1772.5
1517.36,2112.15,1.392,0.2107,2317.1,9.7035,11.45,296,25.849,1.4033,0.7874,29.404,6,11,1,1.0299,0,6,2,2534.83
4177.87,8213.47,1.9659,0.1023,8381.26,2.0428,9.56,443,46.32,0.9717,0.7428,42.684,2,8,0,0.9721,1,8,1,6975.41
4686.79,6900.01,1.4722,0.2393,6579.28,-4.6482,11.14,199,17.857,0.8905,0.7887,14.756,2,8,0,1.0053,0,1,0,5816.95
929.12,1076.06,1.1581,0.1752,938.15,-12.8163,13.67,283,20.704,1.4313,0.8391,16.205,5,12,1,1.0691,1,7,2,1172.92
2525.26,3513.32,1.3913,0.2885,3540.65,0.7777,36.56,378,10.34,3.0567,0.5918,11.968,3,1,1,1.0262,0,7,2,3863.56
2018.54,2526.02,1.2514,0.2636,2082.3,-17.5657,2.63,79,30.067,0.5374,0.8663,29.22,3,8,0,1.0154,0,5,1,2660.63
4418.1,5466.9,1.2374,0.2175,4502.15,-17.647,11.97,446,37.267,0.7601,0.7986,31.274,2,5,0,0.9724,0,2,1,5164.78
875.86,1064.93,1.2159,0.1504,1113.23,4.5357,11.42,258,22.591,1.1578,0.8436,28.279,5,3,1,1.118,0,1,1,1251.53
1450.07,2398.8,1.6543,0.1407,2380.08,-0.7804,2.65,100,37.762,0.3369,0.7182,35.272,5,7,0,1.0058,1,7,0,2050.32
3886.11,5094.48,1.3109,0.1681,5106.92,0.2442,1.96,31,15.828,1.7423,0.7989,16.241,5,2,0,0.9913,0,5,1,5901.09
730.82,1064.85,1.4571,0.1953,987.62,-7.2522,7.74,276,35.642,1.488,0.7662,43.294,5,10,1,1.0722,0,3,2,1117.54
2716.41,5114.22,1.8827,0.1592,5708.63,11.6226,8.79,120,13.659,1.0151,0.6153,16.391,5,10,1,1.0265,0,4,2,4283.45
2489.48,3760.83,1.5107,0.203,3311.31,-11.9526,1.38,54,39.252,1.2626,0.7379,42.501,4,6,0,0.9502,0,4,1,3328.04
2004.81,3865.94,1.9283,0.1331,3999.13,3.4452,11.8,492,41.701,2.1243,0.9017,51.425,6,4,0,0.9867,0,8,1,3180.95
2275.58,3580.04,1.5732,0.2955,4096.25,14.4191,0.42,17,40.088,1.1556,0.7549,50.963,4,1,1,1.045,0,8,2,4098.81
2884.73,4295.4,1.489,0.1216,4869.39,13.3628,26.65,308,11.558,0.5312,0.93,14.576,0,6,0,0.9958,1,7,0,3630.04
1226.15,2192.15,1.7878,0.2864,1778.83,-18.8549,10.48,367,35.018,1.6164,0.8044,31.846,3,3,1,1.0846,0,7,2,1930.53
3073.98,3726.28,1.2122,0.2827,3396.85,-8.8406,4.38,120,27.388,1.5892,0.9016,25.699,2,12,1,1.0363,1,1,2,4241.61
4124.45,5056.8,1.2261,0.2051,5491.15,8.5893,2.21,109,49.316,1.1097,0.8467,41.637,5,4,0,0.9845,0,2,2,5677.63
3920.72,6681.61,1.7042,0.245,7325.04,9.6298,17.63,330,18.717,3.697,0.7597,22.5,5,4,0,0.9981,0,7,1,5493.92
1192.55,1865.03,1.5639,0.1872,1852.16,-0.6902,1.55,60,38.791,0.9489,0.8484,29.989,6,8,0,0.9795,0,4,0,1548.28
1171.62,2134.52,1.8219,0.226,1880.5,-11.9009,22.63,433,19.134,0.4077,0.6767,17.47,3,7,0,1.014,0,6,0,1834.86
1706.78,3292.1,1.9288,0.1681,3001.08,-8.84,12.86,263,20.446,1.1385,0.8628,14.432,2,9,0,1.0149,0,7,1,2739.48
2124.84,3145.0,1.4801,0.1602,3523.6,12.0383,41.47,267,6.439,1.0762,0.7718,6.804,2,11,1,1.1032,1,5,2,2597.2
2338.05,3874.03,1.6569,0.2156,3397.0,-12.3136,34.06,434,12.743,3.0446,0.9028,13.954,0,7,0,0.9922,0,4,1,3252.92
3558.64,5606.96,1.5756,0.1996,6598.97,17.6925,55.08,499,9.06,1.1953,0.7425,7.695,3,9,0,1.0185,0,7,1,4830.35
755.06,1498.32,1.9844,0.2159,1498.84,0.0347,51.02,449,8.801,0.8863,0.7466,10.051,4,1,1,1.0383,0,0,0,1284.42
656.03,1217.86,1.8564,0.1573,1112.36,-8.6632,205.3,296,1.442,0.5338,0.9306,1.339,6,4,0,0.9594,0,0,0,1055.8
2263.6,4357.37,1.925,0.1734,4164.98,-4.4154,10.15,405,39.895,2.4692,0.8501,35.388,3,12,1,1.0866,0,0,1,3709.89
3637.24,4969.15,1.3662,0.1168,4485.18,-9.7395,5.27,126,23.929,0.3196,0.8815,30.478,6,1,1,1.0342,0,2,1,4445.84
1370.46,2475.94,1.8066,0.1105,2361.38,-4.6266,3.37,136,40.404,1.2645,0.9096,42.554,6,6,0,1.009,0,9,0,2147.74
3386.77,4659.02,1.3757,0.1507,3970.97,-14.7681,2.48,77,31.015,0.3662,0.9063,26.406,2,2,0,1.003,0,5,0,3894.79
1669.23,2215.78,1.3274,0.1148,2502.21,12.9265,4.94,206,41.736,0.8643,0.7046,53.837,4,10,1,1.0966,0,5,2,2562.56
4487.39,8762.19,1.9526,0.1208,10387.25,18.5463,15.34,394,25.684,0.8372,0.7399,23.952,2,9,0,1.0084,0,4,1,7355.32
4530.6,5284.54,1.1664,0.2626,5620.93,6.3656,70.61,396,5.608,0.7094,0.9568,6.105,6,12,1,1.1014,1,6,2,6038.84
1837.79,3621.52,1.9706,0.1078,4068.53,12.3432,5.86,183,31.221,0.8311,0.7247,35.415,3,4,0,0.983,0,4,2,3057.56
1534.97,1959.96,1.2769,0.2318,1746.78,-10.8768,12.01,411,34.21,1.0726,0.6273,32.615,6,11,1,1.0846,0,1,2,2274.17
2350.87,4340.93,1.8465,0.1545,3581.71,-17.4898,2.78,88,31.699,0.7942,0.9767,32.382,2,4,0,0.9612,0,3,0,3678.28
1582.39,2190.88,1.3845,0.2743,2302.27,5.0845,7.92,319,40.265,0.9427,0.731,33.979,5,6,0,0.9761,0,0,2,2182.15
3525.73,5105.6,1.4481,0.197,5754.17,12.7032,6.19,228,36.843,0.7065,0.9306,36.088,1,5,0,0.9821,0,6,0,4251.63
4217.29,5626.9,1.3342,0.1611,6379.42,13.3737,2.84,63,22.199,0.886,0.6777,19.679,6,6,0,0.9553,0,3,0,5676.37
3528.91,5814.55,1.6477,0.2035,5890.75,1.3105,7.9,325,41.136,1.6265,0.8648,42.307,4,12,1,1.0814,1,3,0,4834.55
4209.58,6086.55,1.4459,0.1764,6383.82,4.884,1.55,54,34.898,0.794,0.8238,38.455,5,9,0,0.9855,0,3,1,5740.63
2286.46,3907.07,1.7088,0.2129,3701.17,-5.2699,42.33,292,6.898,2.183,0.9349,7.37,0,6,0,1.0135,1,2,2,3373.04
1203.43,1399.95,1.1633,0.1229,1585.11,13.2268,15.15,416,27.454,1.6253,0.6805,32.012,1,6,0,0.9572,0,7,0,1420.13
3820.78,4602.96,1.2047,0.2994,4966.79,7.9042,7.63,280,36.699,1.5078,0.7119,26.604,5,4,0,0.9591,0,3,1,5327.08
2122.14,2620.23,1.2347,0.1851,2290.99,-12.5652,13.13,369,28.111,1.0037,0.9472,21.003,2,7,0,0.954,0,7,1,2540.11
3520.72,5302.71,1.5061,0.1696,4834.88,-8.8225,5.85,278,47.502,0.6216,0.8998,39.103,3,4,0,0.9754,0,8,1,4554.02
1717.9,3165.36,1.8426,0.242,2724.56,-13.9258,31.31,187,5.973,1.0507,0.7928,7.714,6,5,0,0.9776,0,0,0,2718.21
865.53,1648.8,1.905,0.1728,1652.57,0.229,12.06,439,36.394,2.4095,0.7495,42.95,2,4,0,1.0188,0,3,0,1409.69
4966.62,6745.11,1.3581,0.2667,5941.74,-11.9105,4.59,190,41.398,0.662,0.7765,51.933,0,9,0,1.0076,0,5,0,6074.4
1202.91,1970.62,1.6382,0.1909,1701.64,-13.6493,11.04,391,35.43,1.1583,0.6224,30.585,3,6,0,0.9756,0,7,1,1697.06
4947.89,8921.6,1.8031,0.2439,7709.81,-13.5827,13.67,272,19.894,0.6351,0.4665,20.775,4,10,1,1.0669,0,5,0,7822.98
4897.76,6834.85,1.3955,0.1215,6194.76,-9.3651,4.73,94,19.889,0.8176,0.7089,20.543,4,6,0,0.9791,0,5,2,6114.89
4072.18,6098.73,1.4977,0.2692,6852.6,12.3612,2.99,89,29.742,1.1618,0.6685,30.982,2,5,0,0.9913,1,9,0,5612.24
3467.4,5531.82,1.5954,0.2471,6501.64,17.5317,12.02,246,20.458,1.1998,0.8116,23.128,1,12,1,1.047,1,3,0,4869.0
3100.13,3920.56,1.2646,0.1423,4698.18,19.8343,9.94,440,44.276,1.0603,0.7863,41.459,3,9,0,0.9661,0,8,2,4172.97
4397.46,5154.19,1.1721,0.1291,4206.4,-18.3888,11.59,74,6.387,1.3542,0.6793,7.066,5,5,0,0.9672,1,6,0,5169.49
1802.48,2306.96,1.2799,0.1633,2370.55,2.7563,1.89,61,32.319,1.2551,0.539,37.912,1,12,1,1.0882,0,5,0,2636.13
2604.57,4383.03,1.6828,0.2952,3973.56,-9.3422,29.19,221,7.572,0.8488,0.7885,6.613,2,12,1,1.0237,1,0,0,3690.89
3287.25,3986.04,1.2126,0.1514,4765.57,19.5564,9.68,266,27.468,1.4357,0.8114,34.814,5,8,0,0.9979,1,1,0,3811.19
2350.36,3081.89,1.3112,0.1912,3678.94,19.3731,12.48,450,36.063,0.6167,0.8517,36.454,5,6,0,1.0066,1,5,1,2707.16
2423.69,3483.27,1.4372,0.106,4088.11,17.3643,46.43,423,9.11,0.8788,0.7191,10.382,3,6,0,0.9843,0,0,0,2992.77
1986.28,2415.69,1.2162,0.1794,1946.3,-19.431,11.92,423,35.498,0.7928,0.7186,40.373,4,12,1,1.0753,1,4,2,2414.29
3039.04,3990.09,1.3129,0.2143,3438.7,-13.8191,15.27,120,7.859,1.2046,0.6768,8.167,4,11,1,1.0459,0,0,2,3989.76
4327.59,8328.78,1.9246,0.2906,8503.52,2.098,9.9,311,31.407,0.3047,0.6959,28.066,2,3,1,1.1179,0,2,1,7064.37
1406.88,1640.99,1.1664,0.2033,1435.73,-12.5085,11.95,308,25.772,0.819,0.8034,28.354,3,9,0,1.0114,0,6,0,1674.38
4704.95,8023.9,1.7054,0.2638,9162.82,14.1941,21.79,340,15.606,1.2565,0.6939,11.741,5,10,1,1.0762,0,4,2,7582.26
3600.89,5317.61,1.4767,0.2094,5742.46,7.9895,74.55,482,6.466,3.4383,0.9542,8.334,2,3,1,1.0664,0,9,1,5121.75
4204.73,7239.5,1.7218,0.1082,6324.67,-12.6367,0.73,27,37.057,1.0252,0.7888,30.031,4,9,0,0.953,0,0,0,6034.54
3002.86,4955.88,1.6504,0.163,5587.08,12.7365,17.3,341,19.708,0.5822,0.9642,17.053,5,12,1,1.0571,0,0,1,4203.62
4007.83,5370.38,1.34,0.2151,5366.67,-0.069,81.11,425,5.24,1.401,0.8482,6.669,5,12,1,1.1143,0,7,0,5354.45
572.9,1071.4,1.8701,0.2901,1161.27,8.3885,9.52,370,38.867,0.7117,0.6499,31.557,0,2,0,0.962,1,8,1,948.7
4182.71,6559.12,1.5681,0.2718,5614.15,-14.4069,24.25,301,12.412,0.5071,0.916,9.955,1,8,0,0.9855,0,6,1,5574.1
680.62,1258.58,1.8492,0.1457,1267.57,0.7141,7.36,273,37.086,1.0956,0.8684,43.863,2,11,1,1.1083,0,2,2,1033.42
4504.61,6734.89,1.4951,0.144,7479.33,11.0535,0.77,22,28.68,1.9373,0.8955,24.4,5,7,0,1.0157,0,5,2,7421.73
4963.83,9863.05,1.987,0.1402,9253.86,-6.1765,38.83,409,10.532,0.6697,0.8364,7.971,0,3,1,1.026,0,2,1,8325.73
1823.3,3290.91,1.8049,0.2845,2878.66,-12.5271,20.66,98,4.744,0.8997,0.9396,3.966,4,7,0,0.9876,0,9,0,2842.75
1446.43,2851.0,1.9711,0.2705,3010.05,5.5787,9.44,284,30.069,1.414,0.7409,37.076,6,8,0,0.9947,0,3,0,2475.0
3944.14,6260.04,1.5872,0.255,6620.8,5.7628,137.34,307,2.235,1.6676,0.7777,1.941,2,4,0,0.9952,1,3,0,5428.01
1638.62,2544.18,1.5526,0.1785,2243.3,-11.8261,25.9,109,4.208,2.0403,0.977,4.7,4,9,0,1.0168,0,2,0,2166.17
4395.03,7876.49,1.7921,0.2009,6519.69,-17.226,5.7,202,35.409,0.7057,0.7754,33.181,6,8,0,1.018,0,9,0,6562.71
